id,label,definition,synonyms,xrefs
DOID:0050105,,"A tinea capitis that results_in fungal infection located_in hair, has_material_basis_in Ascomycota fungi that belong to a group called dermatophytes, which produce arthroconidia within the hair shaft only.",,
DOID:0050116,,"A tinea corporis that results_in fungal infection located_in skin, has_material_basis_in Trichophyton concentricum, which is characterized by ring-like growth in overlapping circles that may have an autosomal dominant genetic predisposition.",,
DOID:0050117,,"A disease that is the consequence of the presence of pathogenic microbial agents, including pathogenic viruses, pathogenic bacteria, fungi, protozoa, multicellular parasites, and aberrant proteins known as prions.","{'val': 'infectious disease', 'pred': 'EXACT', 'xrefs': []}","ICD9CM:079.0, UMLS_CUI:C0001485"
DOID:0050118,,"A viral infectious disease that results_in inflammation located_in brain, has_material_basis_in La Crosse virus (Orthobunyavirus lacrosseense), which is primarily transmitted_by treehole mosquito (Ochlerotatus triseriatus) but also Asian tiger mosquito (Aedes albopictus) and Asian bush mosquito (Aedes japonicus). The infection has_symptom seizures, has_symptom headache, has_symptom fever, has_symptom coma, and has_symptom paralysis.","{'val': 'California Encephalitis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'California virus encephalitis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Neuroinvasive California encephalitis virus infection', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:A83.5, ICD9CM:062.5, MESH:D004670, SNOMEDCT_US_2023_03_01:69627004, UMLS_CUI:C0014053"
DOID:0050120,,"A lymphatic system disease that is characterized by an expansion of the monocyte-macrophage population and intense hemophagocytosis. It can occur de novo, but more often occurs in the setting of another disorder, usually an infection or a malignancy. A clinical picture of fever, hepatosplenomegaly, lymphadenopathy and peripheral pancytopenia. The morphologic hallmark of this syndrome is the phagocytosis of hematopoietic elements by morphologically normal macrophages.","{'val': 'haemophagocytic syndrome', 'pred': 'EXACT', 'xrefs': []}","GARD:6589, ICD10CM:D76.1, MESH:D051359, MIM:PS267700, NCI:C34792, ORDO:540, SNOMEDCT_US_2023_03_01:190958003, UMLS_CUI:C0024291"
DOID:0050125,,"A dengue disease that involves the most severe form of dengue fever, has_material_basis_in Dengue virus (Orthoflavivirus denguei), which are transmitted_by Aedes mosquito bite. The infection has_symptom easy bruising, has_symptom blood spots, has_symptom bleeding gums, and has_symptom nosebleeds. It is accompanied by circulatory collapse, involves hypotension, narrow pulse pressure (less than or equal to 20mm Hg), or frank shock. The shock occurs after two to six days of symptoms, followed by collapse, weak pulse, and blueness around the mouth.","{'val': 'DSS', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",
DOID:0050127,,"A paranasal sinus disease involving inflammation of the paranasal sinuses resulting from bacterial, fungal, viral infection, allergic or autoimmune issues. Symptoms can include fever, weakness, fatigue, cough and congestion. There may also be mucus drainage in the back of the throat, called postnasal drip.",,"ICD10CM:J01, ICD9CM:461, NCI:C128411, SNOMEDCT_US_2023_03_01:195649005, UMLS_CUI:C0149512"
DOID:0050129,,"A diarrhea where there is an increase in the active secretion, or there is an inhibition of absorption causing little to no structural damage. The most common cause of this type of diarrhea is a cholera toxin that stimulates the secretion of anions, especially chloride ions.",,
DOID:0050130,,"A dirrhea that occurs when too much water is drawn into the bowels. This can be the result of maldigestion (e.g., pancreatic disease or Coeliac disease), in which the nutrients are left in the lumen to pull in water. Osmotic diarrhea can also be caused by osmotic laxatives (which work to alleviate constipation by drawing water into the bowels). In healthy individuals, too much magnesium or vitamin C or undigested lactose can produce osmotic diarrhea and distention of the bowel. A person who does not have lactose intolerance can have difficulty absorbing lactose after an extraordinarily high intake of dairy products.",,
DOID:0050131,,"A diarrhea which is caused by the rapid movement of food through the intestines (hypermotility). If the food moves too quickly through the GI tract, there is not enough time for sufficient nutrients and water to be absorbed.",,
DOID:0050132,,"A gastrointestinal system infectious disease involving diarrhea that occurs when there is damage to the mucosal lining or brush border, which leads to a passive loss of protein-rich fluids, and a decreased ability to absorb these lost fluids. It can be caused by bacterial infections, viral infections, parasitic infections, or autoimmune problems such as inflammatory bowel diseases. It can also be caused by tuberculosis, colon cancer, and enteritis.",,
DOID:0050133,,"A fungal infectious disease that results_in infection of the outermost layer located_in skin or located_in hair shaft, has_material_basis_in Fungi. No living tissue is invaded and there is no cellular response from the host.","{'val': 'piedra', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Steroid-modified tinea infection', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:B36.9, MESH:D010854, SNOMEDCT_US_2023_03_01:266218008, SNOMEDCT_US_2023_03_01:47382004, UMLS_CUI:C0031898, UMLS_CUI:C2980104"
DOID:0050134,,"A fungal infectious disease that results_in infection of the keratinized layers located_in skin, located_in hair or located_in nail, which extends deeper into the epidermis, has_material_basis_in Fungi and results_in_formation_of skin lesions.",,
DOID:0050135,,"A fungal infectious disease that results_in infection located_in skin or located_in subcutaneous tissue, has_material_basis_in Fungi, which penetrate the dermis or even deeper during or after a skin trauma.",,
DOID:0050136,,"A fungal infectious disease that results_in infection of internal organs and tissues located_in human body, has_material_basis_in Fungi, which enter the body via the respiratory tract, through the gut, paranasal sinuses or skin and spread through the bloodstream to multiple organs.",,
DOID:0050138,,An elephantiasis that is characterized by lymphadema located_in the lower extremities caused by a genetically determined abnormal inflammatory reaction to mineral particles in irritant red clay soils derived from volcanic deposits.,,MESH:D004604
DOID:0050140,,A diarrhea that is of rapid onset and course characterized by frequent loose or liquid bowel movements. Acute diarrhea is a common cause of death in developing countries and the second most common cause of infant deaths worldwide.,,
DOID:0050141,,"A botulism that involves intoxication caused by botulinum neurotoxins (BoNTA, B, E and F) in adults, has_material_basis_in Clostridium botulinum A, has_material_basis_in Clostridium botulinum B, has_material_basis_in Clostridium botulinum E and has_material_basis_in Clostridium botulinum F, which are transmitted by ingestion of bacterial spores, which then grow in the intestine and release toxins.",,
DOID:0050143,,"A dengue disease that results_in infection, has_material_basis_in Dengue virus (Orthoflavivirus denguei), which are transmitted_by Aedes mosquito bite. The infection has no manifestations of symptoms.",,
DOID:0050144,,"A primary ciliary dyskinesia that is characterized by sinusitis, bronchiectasis and situs inversus with dextrocardia resulting from dysfunction of the cilia during embryologic development.","{'val': ""Kartagener's syndrome"", 'pred': 'EXACT', 'xrefs': []}","GARD:6815, MESH:D007619, NCI:C84797, ORDO:98861, SNOMEDCT_US_2021_09_01:42402006"
DOID:0050145,,"An upper respiratory tract disease which involves inflammation, pain, and swelling of the adenoid tissue due to the infection by bacteria and viruses. It occurs primarily in children and may be secondary to an allergy, infection of nose or throat and an obstruction of the eustachian tube. The infection has symptom pain, has symptom redness, has symptom swelling, and has symptom difficulty swallowing.","{'val': 'chronic adenoiditis', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:J35.02, ICD9CM:474.01, SNOMEDCT_US_2023_03_01:195794009, UMLS_CUI:C0396023"
DOID:0050147,,"An otitis externa which is a disease of the ear produced by the growth of fungi in the external auditory canal. It is characterized by inflammation, pruritus, scaling and severe discomfort. The most common fungi are Aspergillus niger and Candida albicans.","{'val': 'Singapore ear', 'pred': 'EXACT', 'xrefs': []}",MESH:D059249
DOID:0050148,,An upper respiratory tract disease involving inflammation of both larynx and trachea often caused by viral infection. The infection can close off the windpipe.,,"ICD10CM:J04, ICD10CM:J37.1, ICD9CM:464, ICD9CM:476.1, SNOMEDCT_US_2023_03_01:276443001, SNOMEDCT_US_2023_03_01:83271005, UMLS_CUI:C0155811, UMLS_CUI:C0155837"
DOID:0050150,,"A legionellosis that involves a milder respiratory illness without pneumonia. Symptoms include fever, headache and muscle aches which last for 2 to 5 days.",,
DOID:0050152,,A bacterial pneumonia which is an acute pulmonary inflammatory response that develops after the inhalation of colonized oropharyngeal material containing bacteria. It is seen in individuals with dysphagia and gastric dysmotility. The disease has_symptom tachypnea and has_symptom cough.,,"ICD10CM:J69.0, MESH:D011015, SNOMEDCT_US_2023_03_01:47839005, UMLS_CUI:C0032290"
DOID:0050153,,"An aspergillosis that presents as a clump of tangled mass of Aspergillus fungus fibres, blood clots, and white blood cells, which exists in the cavities of the lungs that develop in an area of previous lung disease or lung scarring.",,
DOID:0050155,,"A nervous system disease which is located in a part of the nervous system responsible for processing sensory information that consists of sensory receptors, neural pathways, and parts of the brain involved in sensory perception. Commonly recognized sensory systems are those for vision, hearing, somatic sensation (touch), taste and olfaction (smell).",,
DOID:0050156,,A pulmonary fibrosis that is characterized by scarring of the lung characterized by stiffness in the lungs and makes it difficult to breathe.,"{'val': 'cryptogenic fibrosing alveolitis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'FIBROCYSTIC PULMONARY DYSPLASIA', 'pred': 'EXACT', 'xrefs': []}, {'val': 'IDIOPATHIC PULMONARY FIBROSIS, FAMILIAL', 'pred': 'EXACT', 'xrefs': []}","EFO:0000768, GARD:8609, ICD10CM:J84.112, ICD9CM:516.31, MESH:D054990, NCI:C35716, SNOMEDCT_US_2023_03_01:28168000, UMLS_CUI:C1800706"
DOID:0050157,,"An idiopathic interstitial pneumonia characterized by lung inflammation and scarring that obstructs the small airways and air sacs of the lungs (alveoli). A flu-like illness, with a cough, fever, a feeling of illness (malaise), fatigue, and weight loss, heralds the onset in about 50% of people. Frequent presence of crackling sounds (called Velcro crackles) when the doctor listens with a stethoscope.","{'val': 'BOOP', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'bronchiolitis obliterans organising pneumonia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'bronchiolitis obliterans organizing pneumonia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'cryptogenic organising pneumonia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Cryptogenic organising pneumonitis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Cryptogenic organizing pneumonitis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'idiopathic bronchiolitis obliterans with organising pneumonia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'idiopathic bronchiolitis obliterans with organizing pneumonia', 'pred': 'EXACT', 'xrefs': []}","GARD:1620, ICD10CM:J84.116, ICD9CM:516.36, MESH:D018549, NCI:C62586, SNOMEDCT_US_2023_03_01:129458007, UMLS_CUI:C0242770"
DOID:0050158,,An idiopathic interstitial pneumonia that is characterized by the accumulation of bronchiolocentric alveolar macrophages in alveolar spaces and interstitial inflammation and involves mild bronchiolar fibrosis and chronic inflammation.,"{'val': 'familial desquamative interstitial pneumonitis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'RBILD', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'respiratory bronchiolitis-associated interstitial lung disease', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:J84.117, ICD9CM:516.37, MESH:C562470, MIM:263000, NCI:C35288, SNOMEDCT_US_2023_03_01:8549006, UMLS_CUI:C0238378"
DOID:0050159,,"An idiopathic interstitial pneumonia which involves diffuse interstitial infiltration of involved areas mostly with T lymphocytes, plasma cells, and macrophages. Lymphoid hyperplasia is frequently seen. Onset is often slow with gradually increasing cough and breathlessness over 3 or more years. Fever, weight loss, chest pain, and arthralgia are occasionally found. Crackles may be detected as the disease progresses.",,MESH:C562489
DOID:0050160,,"An anthrax disease that results in infection located in lung lymph nodes brought on by breathing in the spores of the bacteria Bacillus anthracis. The first symptoms of inhalation anthrax are like cold or flu symptoms and can include a sore throat, mild fever and muscle aches. Later symptoms include cough, chest discomfort, shortness of breath, tiredness and muscle aches.","{'val': 'pulmonary anthrax', 'pred': 'EXACT', 'xrefs': []}, {'val': 'respiratory anthrax', 'pred': 'EXACT', 'xrefs': []}, {'val': ""wool-sorters' disease"", 'pred': 'EXACT', 'xrefs': []}, {'val': ""woolsorters' disease"", 'pred': 'EXACT', 'xrefs': []}",MESH:C571912
DOID:0050161,,A respiratory system disease which involves the lower respiratory tract.,,"ICD9CM:478.19, SNOMEDCT_US_2023_03_01:195823002, UMLS_CUI:C0029581"
DOID:0050166,,An urogenital tuberculosis that results_in formation of granulomas located_in fallopian tube.,,"ICD10CM:A18.17, ICD9CM:016.6, SNOMEDCT_US_2023_03_01:186242002, UMLS_CUI:C0152828"
DOID:0050167,,"An autoimmune polyendocrine syndrome that is inherited in an autosomal recessive fashion, which is characterized by abnormal functioning of the immune system that causes auto-reactivity against endocrine organs.","{'val': 'autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Autoimmune Polyglandular Syndrome I', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Whitaker syndrome', 'pred': 'EXACT', 'xrefs': []}","GARD:8466, MIM:240300"
DOID:0050168,,An autoimmune polyendocrine syndrome that is characterized by abnormal functioning of the immune system that causes auto-reactivity against endocrine organs. It is more heterogeneous and has not been linked to one gene.,"{'val': 'Schmidt syndrome', 'pred': 'EXACT', 'xrefs': []}","GARD:7611, MIM:269200"
DOID:0050169,,A lupus erythematosus that causes skin lesions on parts of the body that are exposed to sunlight.,,GARD:6225
DOID:0050174,,"A West Nile encephalitis that results_in infection located_in brain, has_material_basis_in Kunjin virus, a subtype of West Nile Virus (Orthoflavivirus nilense), which is transmitted_by Culex annulirostris mosquito bite. The infection has_symptom fever, has_symptom rigor, has_symptom headache, has_symptom confusion, and has_symptom lethargy.",,
DOID:0050175,,"A viral infectious disease that results_in inflammation located_in brain, has_material_basis_in Tick-borne encephalitis virus (Orthoflavivirus encephalitidis), which is transmitted_by Ixodes ticks. The infection has_symptom drowsiness, has_symptom confusion, has_symptom sensory disturbances, and has_symptom paralysis.","{'val': 'Central European encephalitis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Far Eastern TBE', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Russian spring-summer encephalitis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Siberian tick-borne encephalitis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Taiga encephalitis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'west-Siberian encephalitis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Western European tick-borne encephalitis', 'pred': 'EXACT', 'xrefs': []}","GARD:5216, ICD10CM:A84.1, ICD9CM:063.2, MESH:D004675, SNOMEDCT_US_2023_03_01:16901001, UMLS_CUI:C0014054"
DOID:0050177,,"A genetic disease that is the result of one or more abnormal alleles and may be dominant, semi-dominant, or recessive.",,
DOID:0050179,,"A viral infectious disease that results_in inflammation located_in brain, has_material_basis_in Powassan virus (Orthoflavivirus powassanense), which is transmitted_by Ixodes and transmitted_by Dermacentor species of ticks. The infection has_symptom headache, has_symptom fever, has_symptom vomiting, has_symptom stiff neck, has_symptom sleepiness, has_symptom breathing distress, has_symptom tremors, has_symptom confusion, has_symptom seizures, has_symptom paralysis, and has_symptom coma.",,
DOID:0050185,,"A skin disease that is a type of allergic reaction located_in skin, which occurs in response to medications, infections, or illness.",,"GARD:6372, MESH:D004892"
DOID:0050192,,"A viral infectious disease that results_in inflammation located_in brain, has_material_basis_in Nipah virus (Henipavirus nipahense), which is transmitted_by direct contact with sick person or animals, or their contaminated tissues. The infection has_symptom dizziness, has_symptom drowsiness, has_symptom altered consciousness, has_symptom disorientation, and has_symptom coma.",,"MESH:D045464, SNOMEDCT_US_2025_05_01:721791005, UMLS_CUI:C4303115"
DOID:0050194,,"A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Junin virus (Mammarenavirus juninense), which is transmitted_by rodent, Calomys musculinus. The infection has_symptom fever, has_symptom fatigue, has_symptom malaise, has_symptom leukopenia, has_symptom thrombocytopenia, and has_symptom hemorrhagic manifestations.",,
DOID:0050195,,"A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Machupo virus (Mammarenavirus machupoense), which is transmitted_by vesper mouse, Calomys callosus. The infection has_symptom fever, has_symptom headache, has_symptom fatigue, has_symptom myalgia, has_symptom arthralgia, has_symptom bleeding from the oral and nasal mucosa, and has_symptom bleeding from the bronchopulmonary, gastrointestinal and genitourinary tracts.",,
